tsne_1,tsne_2,label
42.05672,21.642809,C
45.592655,26.330013,C
45.497673,26.080545,C
44.43064,26.081284,C
44.537376,25.811447,C
44.240253,25.669235,C
44.688114,24.386066,C
44.532543,24.63877,C
44.060135,21.632526,C
44.4735,24.235924,C
42.577812,23.73834,C
44.45636,22.832201,C
42.593044,23.954052,C
42.387657,24.05731,C
42.67989,25.10245,C
41.62961,26.091227,C
41.21184,27.074316,C
43.68522,26.743689,C
44.144207,26.948366,C
44.002228,27.258617,C
43.43389,27.10198,C
43.975746,27.13621,C
43.89149,26.711014,C
43.641712,26.090073,C
43.148922,25.901335,C
42.800076,25.505188,C
43.833286,25.79309,C
42.753166,25.878815,C
41.725395,26.355911,C
41.289482,27.031645,C
42.12857,27.014637,C
-13.023086,34.943035,D
-9.407938,40.38253,D
-9.086105,39.81865,D
-10.144616,34.344734,D
-10.59055,34.718338,D
-9.088074,39.88038,D
-8.965132,40.13509,D
-9.949722,34.498116,D
-12.66804,34.989136,D
-11.284153,35.100243,D
-8.844337,39.708828,D
-10.230724,34.462814,D
-10.894922,34.795513,D
-8.878539,39.318356,D
-8.917316,39.42513,D
-11.541069,34.4522,D
-8.6061125,39.60914,D
-12.139732,34.4265,D
-8.250422,39.94984,D
-12.505496,34.753628,D
-11.813523,41.386375,D
-13.932636,39.562,D
-11.487126,40.920383,D
-13.697994,37.35568,D
-11.481166,40.663624,D
-13.754067,36.822933,D
-11.245203,41.77832,D
-11.399798,40.34179,D
-13.909687,36.291843,D
-11.48248,41.247208,D
-11.327023,40.4816,D
-11.31026,41.378613,D
-12.01111,38.419323,D
-13.824719,36.826904,D
-11.148157,41.225258,D
-11.048611,40.192745,D
-11.366965,40.26493,D
-13.720047,36.992695,D
-12.905159,37.758324,D
-11.176861,41.20991,D
-11.9994755,38.38441,D
-13.669616,36.451084,D
-14.093349,40.425133,D
-13.945561,38.38733,D
-12.832178,41.73645,D
-13.92018,38.178688,D
-14.568447,39.987625,D
-12.733599,41.15145,D
-13.528074,38.663986,D
-14.090738,40.33864,D
-12.656428,40.86776,D
-14.313985,38.33349,D
-13.528916,40.315075,D
-12.51723,38.911514,D
