tsne_1,tsne_2,tsne_3,label
-1.1133366,-3.161576,-13.705709,H
-17.106037,1.0517747,3.706205,I
-15.137182,-1.0672724,2.27571,I
-18.1309,0.6215766,1.0394607,I
-18.247498,0.5993633,1.1143034,I
-17.402283,0.22086777,4.0574274,I
-15.354735,-1.7250896,1.7108114,I
-13.783988,0.75540185,0.613595,I
-17.845888,0.1517792,0.5692903,I
-18.564882,-0.25328252,1.0667671,I
-17.780785,-1.8983918,3.8615413,I
-17.010786,-0.10354625,0.20114319,I
-18.336275,-1.9683352,4.1315293,I
-16.872187,0.9133545,3.6615324,I
-14.509232,-0.1819921,1.5968904,I
-13.936426,0.5395095,0.6719998,I
-18.167246,0.51099133,0.97639906,I
-17.73143,-1.5131897,4.097057,I
-17.975714,-1.5115626,4.1610065,I
-15.287649,-0.8680882,2.8830614,I
-16.309877,-1.9988282,0.72513425,I
-18.274128,-2.7799778,3.311446,I
-17.022013,1.3057675,3.5899413,I
-14.365261,-0.1966808,1.4790847,I
-15.97317,0.049055718,0.14750092,I
-18.13071,1.1557361,1.611328,I
-17.622421,-1.3463745,4.0865455,I
-17.922968,-1.7468058,4.0252366,I
-15.16998,-0.81437254,2.5662887,I
-17.840384,-1.5931646,4.1740656,I
-16.911709,0.952595,3.6532393,I
-13.537378,1.41504,0.75089353,I
-18.698486,-0.55707604,1.1254395,I
-17.033485,-1.2731987,3.8492172,I
-17.010372,1.3714238,3.5800467,I
-14.3424225,-0.23209198,1.3122444,I
-18.550322,-0.3874112,0.9511862,I
-17.99183,-2.8716922,3.1755114,I
-16.18009,-1.4803813,0.35169914,I
-17.139507,-2.558861,3.0990894,I
-15.470757,-2.1012151,2.1478858,I
-13.905253,0.44481793,0.95615536,I
-17.04608,-1.0625659,3.9178917,I
-14.369142,-0.5472752,1.3878291,I
-13.70553,0.9006666,0.8119629,I
-18.114992,-2.9006808,3.1852424,I
-16.292696,-1.0490625,0.41372737,I
-17.453476,-1.1031703,4.0708847,I
-15.456752,-2.2005305,2.258531,I
-14.58199,-0.73684347,1.7099288,I
-15.24062,-1.3116502,2.505009,I
-17.710035,-3.3181024,2.8324857,I
-9.037721,10.823257,-3.2165291,I
-14.0772705,-0.066663936,1.3792872,I
-14.014835,-0.7467743,1.3014432,I
-18.197485,-0.02128461,0.39214537,I
-18.771692,-0.5782573,1.0957769,I
-15.772347,-0.49439782,3.506025,I
-18.741657,-2.093874,2.1034267,I
-17.30077,-1.224645,3.9541817,I
-14.936966,-1.3125602,2.0750787,I
-13.687943,0.55250067,1.0018017,I
-17.798847,0.014636159,0.20409614,I
-18.523113,-0.08260455,0.7571718,I
4.533421,4.589239,21.193167,I
-15.383367,-2.034009,2.1232932,I
-13.722315,0.78137153,0.6878205,I
-17.182001,-0.05088812,0.22582315,I
-18.367527,0.2865117,1.0423044,I
-18.212103,-1.8371638,4.134655,I
-15.822866,-2.6166499,1.9127122,I
-16.195421,-0.3534,0.28037557,I
-18.707481,-0.40451786,1.0322716,I
-18.195114,-2.9273431,3.1645215,I
-17.640444,-1.7972562,3.8688352,I
-16.927523,0.9878067,3.6507485,I
-13.620362,1.0511955,0.7945382,I
-18.153553,-2.9192345,3.2464933,I
-17.2301,0.491804,3.918452,I
-13.772437,0.57283705,0.7200072,I
-13.70585,0.75019443,0.8706233,I
-17.053556,0.031478953,0.22644283,I
-18.041271,1.3183273,1.9063377,I
-17.172638,-1.039313,3.9332097,I
-15.436661,-1.3695116,2.8664064,I
-14.054284,-0.22715591,1.1508327,I
-15.160535,-0.86320364,2.5484693,I
-18.615244,-0.040882967,0.8681412,I
-16.060614,-0.7933387,3.4832609,I
-14.017337,0.13951032,1.0680864,I
-13.953432,0.40890655,1.3922206,I
-18.892828,0.16503991,0.603834,I
-17.080225,-1.2330045,3.9230824,I
-15.480437,-2.2219682,2.5081143,I
-13.834172,-0.07172104,1.1468905,I
-17.880316,0.069980934,0.2660055,I
-17.030128,-2.0407763,3.5011363,I
-15.360053,-2.2360291,2.553322,I
-17.796072,-3.0872884,2.974117,I
-15.374535,-2.4695387,2.3774948,I
-18.196495,0.97732556,1.4310262,I
-17.02908,1.2736967,3.5841525,I
-15.206436,-2.3958406,2.3808098,I
14.917158,0.9167478,8.1870165,J
14.687689,1.0074297,7.885259,J
12.917809,1.3526851,8.545747,J
14.641685,0.6597317,9.276152,J
14.891591,0.29220188,9.231138,J
15.67889,-0.5803173,8.308724,J
12.296377,1.516828,9.010657,J
12.523805,1.0240387,8.628383,J
11.442604,2.1362128,10.023815,J
15.54215,-0.7284197,8.1953535,J
11.148067,2.2728763,10.798683,J
13.4692955,1.2175907,9.1452465,J
12.783454,1.1893312,9.025097,J
14.599307,-0.6408243,9.887248,J
13.723747,-1.052952,9.055119,J
15.409681,-0.86160696,8.152336,J
11.710273,-0.26461896,7.5033765,J
11.69276,1.2995408,9.530865,J
14.491682,-1.3516184,7.032113,J
10.482832,1.5286863,11.09659,J
15.489426,-1.0513357,7.9172688,J
11.589849,-0.16432351,7.827674,J
11.565711,0.69661236,11.64324,J
14.246105,-0.33854613,7.72173,J
11.27604,0.9825388,11.555746,J
14.021622,-1.5435773,6.696928,J
11.682972,-0.061767157,8.144894,J
10.319494,1.7913824,11.0558,J
14.56842,-1.0931984,9.877471,J
13.840507,0.44460714,6.9046874,J
11.04742,0.87551147,9.275104,J
10.702979,1.4788339,9.46931,J
13.18834,-1.4255404,8.91371,J
12.952435,-1.4765346,9.576294,J
14.686985,-1.3297929,9.903372,J
15.492441,-1.096608,7.9032784,J
11.002067,0.18819298,8.1922,J
9.8705225,2.1012702,10.276911,J
9.798594,1.9923484,10.206897,J
10.128021,1.781817,10.912399,J
11.260937,1.0552533,9.815501,J
14.127847,-1.5158147,6.7511973,J
13.666465,-1.6286151,9.040946,J
12.575055,-1.7879597,7.7375145,J
10.2134695,2.0650609,9.68313,J
14.572794,-1.1593468,9.871213,J
11.15072,-0.40069863,7.400867,J
14.303339,-1.1186438,10.374236,J
11.761008,-0.11015485,8.596113,J
13.881063,-1.6378367,7.150672,J
10.140122,1.7629911,11.180438,J
14.417478,-0.9322211,7.7520466,J
12.978389,-1.6478108,8.527794,J
12.925442,-1.6962348,8.375902,J
13.880833,0.54667217,6.963294,J
12.572094,-0.45901114,9.223087,J
14.343641,-1.386406,6.851044,J
12.2233925,-1.6959754,7.333821,J
10.529849,1.7499307,10.0521,J
10.43478,1.7434208,10.623909,J
14.316899,-1.0560036,10.137524,J
14.453514,-1.4255033,6.980482,J
13.486051,-1.7339717,8.81287,J
11.862082,0.064654805,8.568131,J
11.23499,-0.21359533,7.663962,J
10.148936,1.9576564,10.645193,J
10.3007965,1.9844832,10.653897,J
11.844885,0.497882,11.313388,J
14.636266,-1.3380883,7.3062763,J
13.2250395,-1.9466374,9.295034,J
11.285676,-0.5917812,8.749368,J
11.742734,-0.82030565,7.26404,J
10.271557,1.3691751,11.653791,J
10.639109,1.105925,9.404013,J
13.291451,-1.4858087,9.533748,J
14.527523,-1.3263621,7.273138,J
10.386537,0.571918,10.086364,J
11.965037,0.41952845,11.278758,J
11.763513,-0.3957485,7.4251075,J
12.356761,1.4181567,9.85311,J
14.221543,-1.2831106,7.9753456,J
10.592982,1.8302462,10.447282,J
14.132549,-1.0095392,10.544805,J
13.5963125,-0.80279744,6.253938,J
11.963868,-0.10733707,7.5305314,J
11.292553,0.3609216,8.5285845,J
11.899204,0.2828827,8.596776,J
10.429047,2.0132394,10.848239,J
11.880583,1.0396061,9.492461,J
11.798567,0.6432983,9.990366,J
13.748046,-2.0570226,9.130451,J
11.285395,0.550778,8.827695,J
10.82826,1.9461434,10.624001,J
10.773008,1.6869276,10.480974,J
13.671168,-1.5226539,9.115287,J
11.822954,0.94461316,9.775297,J
13.537555,-1.6363094,9.19927,J
13.89329,-1.571692,6.533414,J
13.6802635,-1.6555696,6.562195,J
10.971481,0.7328853,10.296778,J
2.9767349,4.242269,-6.2516766,K
-1.5420383,3.415306,-6.6395106,K
-1.5401664,3.5054808,-6.736028,K
-1.1206454,5.152764,-7.6670747,K
-1.6930776,3.2862372,-6.571213,K
0.21919616,3.801092,-7.1670027,K
1.6123098,4.5452323,-6.8419547,K
1.7749676,4.587767,-7.0085397,K
0.047563232,3.877117,-7.292987,K
1.9838681,4.043219,-6.3644753,K
-0.16288728,5.68767,-7.603339,K
0.9137759,5.272848,-6.9641643,K
1.6957067,4.071313,-6.3002334,K
0.9000433,5.431985,-6.564095,K
2.380002,4.4213133,-6.2411575,K
0.0053924057,5.026052,-7.4694724,K
-0.6436006,6.0644298,-7.519755,K
0.33037427,3.435249,-6.012888,K
1.5289307,3.8577442,-6.050208,K
0.24791501,5.775019,-6.9699535,K
1.2251359,4.039162,-6.248354,K
0.2830968,5.658351,-7.0509806,K
1.9236814,5.0524306,-5.758417,K
0.17411755,5.125884,-6.3038697,K
0.32508066,5.7147694,-7.0418534,K
1.6797285,4.9576826,-5.9109836,K
0.74942726,4.29914,-5.095899,K
1.3480285,4.056566,-6.355978,K
0.99847215,4.4151855,-5.426359,K
0.40091246,4.3396683,-5.909975,K
-2.2729814,6.8130474,-7.4392796,K
-0.5690031,5.9921823,-5.7299886,K
-0.3872005,5.9859486,-6.2088547,K
0.7505109,5.3508554,-5.1676264,K
-1.314078,4.8931923,-6.6580377,K
17.448036,3.204378,-1.5432304,K
-1.3173698,6.1645904,-7.210933,K
-0.6472783,6.131449,-6.2624516,K
0.56600016,5.485845,-5.8084755,K
-1.0003467,5.0772433,-6.6270967,K
-1.9323655,6.2992125,-7.29144,K
-0.91273326,6.7167497,-6.244599,K
1.2814761,4.580076,-5.471094,K
-2.2023025,6.6996613,-7.169733,K
1.4612921,5.7439156,-5.2599163,K
2.7570276,4.214155,-6.2198725,K
-1.8452079,4.9027276,-6.760146,K
-0.6388305,6.1929064,-6.17372,K
-0.016656993,3.7052736,-5.266273,K
-1.2485704,5.798789,-6.9521055,K
-0.89179265,4.510252,-5.3482666,K
-0.14215644,4.585419,-5.8974185,K
-2.1465914,6.558847,-7.2939525,K
-0.25497854,3.3274522,-5.7104445,K
-1.0093656,4.642903,-6.381607,K
-2.3955653,6.6725287,-6.8793845,K
-2.35034,6.901677,-7.293137,K
0.03488407,6.1522803,-5.520457,K
-2.2789993,6.6122255,-7.319895,K
-0.7801726,6.4547367,-6.1769595,K
0.3726008,4.218116,-5.138219,K
-2.3018897,6.249231,-7.2393546,K
-0.15467057,4.5276127,-5.878607,K
-1.5812504,6.6202707,-6.8394995,K
0.83884627,5.6877804,-5.516196,K
-1.0865544,6.0973873,-6.907635,K
0.18396373,5.557697,-5.6106353,K
-2.183818,6.785029,-7.214044,K
0.74361587,5.2418365,-5.117069,K
-1.3807,5.4374413,-6.6445045,K
-1.7679551,6.748234,-6.935119,K
0.14608881,4.3077035,-5.256502,K
-1.1754174,-11.587337,4.0992117,L
-0.27779156,-15.007269,2.2870982,L
-2.3851414,-16.016506,5.829019,L
-0.21438405,-15.289735,6.1542726,L
-0.9601043,-16.73419,5.102811,L
-0.23406011,-12.029833,3.0144188,L
0.036730167,-14.690582,2.3703713,L
-1.1010336,-15.066241,6.090682,L
-1.2966472,-12.809477,5.309409,L
0.7739426,-14.9324875,4.886318,L
-1.4412624,-11.644716,4.191266,L
-3.1196456,-14.809506,5.699502,L
-0.5055076,-14.836052,5.9587398,L
-0.7014025,-14.670282,6.1454782,L
0.13279982,-13.557864,3.0081017,L
-1.0931226,-11.679964,3.9226925,L
-0.17130795,-14.357641,2.1808076,L
-0.70724344,-12.594169,2.3155723,L
-0.098714985,-14.916963,2.5890877,L
-0.85902643,-14.7562895,6.0878425,L
-1.267958,-12.353752,1.9457012,L
-0.35652766,-15.386242,2.5384636,L
-2.5100355,-15.670763,5.9039288,L
-1.643017,-14.143329,5.4757776,L
-0.6277596,-11.308789,1.7717158,L
-0.30251813,-12.1246195,2.7763515,L
0.8127074,-14.469924,2.5954967,L
-0.04623324,-15.630303,2.3967419,L
0.52810043,-14.093456,2.8243496,L
-0.47731996,-12.702714,3.882771,L
0.5576129,-14.131981,3.501053,L
-1.8141161,-13.39961,1.8100652,L
-1.6096358,-14.411239,6.289112,L
-1.2593915,-11.506181,2.4273355,L
-0.1498949,-13.5766735,2.7749188,L
-1.2176257,-12.016445,2.5977829,L
-1.4925333,-11.315072,2.9558775,L
-1.6558897,-12.264807,2.2418988,L
-0.91559553,-12.158104,1.9019122,L
-0.52684873,-12.820978,3.9659543,L
-0.11786582,-14.815088,5.6826687,L
-1.2453889,-12.743838,4.531514,L
0.03527764,-15.608521,4.9741106,L
-1.0819,-12.402122,3.9793537,L
-1.0369852,-12.345464,2.1749012,L
-1.220188,-12.568647,3.9003253,L
-1.4230708,-14.697102,3.2568035,L
-0.26323166,-15.231413,5.4508915,L
-0.31974894,-13.452804,2.8970544,L
-1.2178557,-11.279346,2.17418,L
-0.73001015,-15.295462,5.6829042,L
-0.46344015,-13.631934,3.3850431,L
-1.9738586,-11.388651,2.7395334,L
-1.6720058,-14.939728,3.9662163,L
8.41326,11.988934,-4.969788,L
-1.385184,-12.051594,4.517474,L
-0.26277977,-15.209744,2.6862106,L
-0.99411315,-13.946964,4.9553967,L
-0.76966083,-12.522771,1.7304446,L
-1.5369962,-11.332711,2.996624,L
-1.0926334,-15.2842455,5.880241,L
-1.9709538,-11.834182,5.297126,L
-3.013015,-15.697289,4.897123,L
-2.7806866,-15.496253,5.8813105,L
-0.5949988,-14.809104,5.721439,L
-0.04087518,-16.012066,4.7529974,L
-1.2542075,-13.315403,2.9062316,L
-1.9009011,-14.507209,3.7397225,L
-3.0830328,-15.348919,5.16581,L
-2.4041214,-16.184322,5.6449294,L
-0.397549,-14.749027,5.7797437,L
0.021184912,-14.742886,5.492369,L
-0.3283686,-15.349906,4.025537,L
-1.7142175,-11.123513,3.1128294,L
-0.45483175,-13.32368,3.0662956,L
-0.5257686,-14.567093,2.1854901,L
-1.4427347,-14.719922,4.157129,L
-3.1422315,-15.296151,5.1465917,L
-2.4328232,-16.400814,5.440354,L
-2.6774144,-15.095907,3.563008,L
-2.514462,-14.725232,6.255442,L
-0.22202648,-14.602889,5.7415285,L
-1.4699733,-11.5908575,4.172736,L
-0.40362918,-14.12446,2.1160336,L
-2.6144254,-16.223438,5.473537,L
-0.9547937,-15.402952,3.6338158,L
-1.3393629,-15.656394,5.890771,L
-1.6795104,-11.464531,4.4510407,L
-2.1113029,-12.118538,5.497348,L
-1.7944595,-11.367307,2.4564407,L
-2.265227,-13.97524,6.3168607,L
0.11252192,-14.604122,5.3281035,L
-0.16903274,-11.3782015,1.3910089,L
-1.9483368,-14.487941,3.1723309,L
-3.0142934,-15.598174,4.84003,L
-1.2052994,-15.314404,4.4717236,L
-1.3331801,-12.398544,4.7062945,L
-0.4122981,-13.226539,3.1718938,L
-0.59390205,-14.366023,1.7493837,L
-2.5250132,-16.228872,5.5143614,L
-9.871929,6.028084,11.192109,M
-6.334566,6.1369424,12.148534,M
-10.452173,2.9275515,12.73691,M
-5.7609324,6.660119,11.730155,M
-8.483383,4.782138,12.134218,M
-8.701815,9.440215,11.470911,M
-5.792718,6.146923,12.745915,M
-10.1154585,4.8365054,11.463105,M
-5.794439,6.229786,12.63085,M
-10.440171,4.612186,11.565471,M
-6.5517144,5.5751996,12.836477,M
-9.206375,5.186401,11.970342,M
-5.3879747,6.523193,12.506084,M
-11.583403,3.5178576,11.866613,M
-5.810456,6.3234024,12.39036,M
-10.426936,5.1264462,10.517475,M
-6.7305064,5.621618,12.602414,M
-10.392129,4.702885,11.0857935,M
-5.6631923,6.310394,12.561783,M
-8.332242,5.8450027,10.105479,M
-10.894986,3.8302195,11.612293,M
-9.366909,8.806318,13.612588,M
-7.9627037,4.8361483,10.948859,M
-6.072766,6.0032945,12.680771,M
-9.369436,4.9836435,11.628337,M
-10.078815,8.369643,14.005717,M
-8.626708,4.7211494,12.118369,M
-5.9448786,6.1778836,12.516498,M
-11.485721,4.450926,11.275261,M
-7.623414,5.1692185,12.110978,M
-10.24005,8.979761,12.712882,M
-8.9296255,5.1225433,11.936053,M
-9.398331,8.675056,13.967924,M
-7.7027287,5.031659,11.01278,M
-10.1910515,3.1229343,12.544436,M
-10.530498,8.527469,13.350338,M
-10.259144,5.255461,10.196999,M
-9.5697365,8.595407,13.841952,M
-8.402888,5.538287,10.406565,M
-10.503696,8.629775,13.266706,M
-9.781135,4.786333,11.522504,M
-9.188836,8.755956,13.65953,M
-9.020546,3.1263335,11.983305,M
-9.005252,4.512528,11.312902,M
-8.35715,9.324288,11.856303,M
-8.551351,4.9395905,12.080552,M
-8.060873,5.5846086,10.449402,M
-11.460969,4.505938,11.286972,M
-7.1107407,6.22956,10.6178255,M
-10.124437,3.2294724,11.64766,M
-5.722824,6.5319257,11.99953,M
-10.886223,4.490114,11.213778,M
-9.829886,9.377753,12.82774,M
-9.384607,3.4206333,12.439009,M
-9.942826,9.488835,13.013096,M
-8.81643,3.248582,11.880496,M
-9.13583,4.7263665,11.903715,M
-8.794546,9.293651,12.233712,M
-7.2414308,5.561657,11.040158,M
-8.865178,9.378925,11.980975,M
-11.009706,3.8751771,11.491395,M
-11.107388,3.344648,11.699864,M
-8.394178,9.264586,12.132325,M
-7.474405,5.7779894,10.657914,M
-10.129636,9.15741,12.779576,M
-7.457503,4.336195,11.542174,M
-11.409843,3.6076243,11.788993,M
-8.70358,5.187806,11.632981,M
-8.554407,9.427512,11.442846,M
-8.681795,3.496303,11.809521,M
-10.76692,8.25665,13.556714,M
-8.548828,5.507472,10.6706505,M
-9.814333,9.153905,12.90419,M
-7.681937,4.9791427,12.476273,M
-6.582045,5.7741456,12.517363,M
-10.728459,3.4624116,11.784414,M
-10.718191,7.985637,13.968131,M
-8.69775,5.117483,11.122217,M
-9.959749,9.00618,12.95671,M
-7.618747,5.914804,10.236412,M
-9.719989,8.331537,14.223907,M
-9.349738,3.9527934,10.927546,M
-9.17878,8.790459,13.609153,M
-10.110053,3.3483818,11.546113,M
-6.050427,6.3884006,11.808424,M
-8.555882,9.406296,11.588272,M
-7.0488825,5.755306,11.131346,M
-10.343452,4.3629217,10.544321,M
-6.6876044,5.526187,12.727919,M
-11.098839,3.8262005,11.579897,M
-6.2476387,5.817293,12.593881,M
-10.34248,9.065862,12.407848,M
-8.505136,3.967907,12.406591,M
-10.511989,9.074238,12.558262,M
-7.512143,4.949141,11.8672,M
-10.36616,9.0120125,12.487123,M
-8.604344,5.1088114,12.135169,M
-10.390683,9.05315,12.502142,M
-7.586516,4.1995506,11.742893,M
-11.58056,4.084033,11.503438,M
-7.8130293,4.10341,11.609794,M
-10.745503,8.776771,12.698808,M
-9.090745,4.7743464,11.406662,M
-14.423747,11.579036,3.161692,N
-10.307247,8.335632,-0.0630123,N
-16.887632,11.297377,3.166592,N
-10.0617285,8.468973,-0.6827827,N
-16.67544,11.209514,2.9448788,N
-13.037191,10.645233,0.6148333,N
-9.765779,8.808197,-2.573623,N
-13.575729,10.402683,0.9449493,N
-15.150126,11.124554,2.3925328,N
-11.1439085,10.424909,-0.6865367,N
-10.202779,10.53127,-2.1693382,N
-15.733237,11.002784,2.289907,N
-10.141747,8.292643,-1.3715284,N
-15.945619,10.927813,2.196484,N
-15.836326,10.621849,1.4317474,N
-11.227608,10.510095,-0.21201175,N
-9.637173,8.649848,-0.77523756,N
-16.820961,11.03608,2.7058465,N
-12.367117,10.723304,0.71020246,N
-10.689366,10.569909,-1.1105192,N
-13.276538,10.720978,0.06415022,N
-10.189099,8.303753,-0.7719363,N
-17.087458,11.070707,2.685602,N
-14.875053,10.955369,1.9381769,N
-9.446903,8.869328,-2.5075963,N
-12.630407,10.3961525,0.22348091,N
-14.172845,10.878172,1.5165634,N
-14.722886,11.3057375,2.6652436,N
-11.234126,10.500792,-0.03524046,N
-9.645943,10.529423,-2.4907591,N
-15.188925,11.160501,2.4943302,N
-11.456306,10.479734,-0.36192304,N
-11.064916,10.854399,0.34016544,N
-14.157983,11.358483,2.59353,N
-9.401021,8.898502,-2.2252429,N
-14.785471,11.28221,2.6440783,N
-11.096494,10.506756,-0.66197765,N
-15.099632,10.396613,0.8405381,N
-12.017815,10.833861,0.82992774,N
-10.6111,10.705821,-0.8076007,N
-10.212044,8.394682,-0.78165334,N
-16.855118,11.296667,3.2081182,N
-10.246785,8.2880335,-0.91522497,N
-16.62871,10.864892,2.2962215,N
-13.019799,10.688218,0.7333277,N
-9.639106,8.631656,-1.5993884,N
-13.301354,10.471673,0.24880268,N
-9.529515,8.710262,-2.2193942,N
-14.64183,10.953758,1.9064692,N
-9.6568985,8.567868,-1.8491802,N
-14.71485,11.122387,2.3145106,N
-10.343216,8.310334,-1.3089142,N
-16.833866,11.389808,3.3675303,N
-12.36631,11.017237,1.1479565,N
-10.542969,10.637455,-1.2804737,N
-16.308872,10.572795,1.443397,N
-12.753253,11.091837,1.4230974,N
-9.781592,9.116185,-2.9060237,N
-15.887943,11.199163,2.7767646,N
-9.839594,8.580301,-2.4886632,N
-16.971922,11.234107,3.0787976,N
-15.846569,11.1465,2.641115,N
-9.651606,9.511459,-3.2439945,N
-9.861628,8.633173,-2.517322,N
-10.672506,10.249222,-0.7086533,N
-10.121075,10.577149,-2.0484304,N
-16.574667,10.872963,2.1844912,N
-12.55076,10.971428,1.1394261,N
-11.1411295,10.432316,-0.63130635,N
-10.337228,10.559035,-1.7873135,N
-14.506811,10.624687,1.231593,N
-14.280009,10.678447,1.1190425,N
-13.271461,9.301039,0.18031424,N
-15.875904,11.229857,2.8303485,N
-10.434477,8.197188,-1.7956225,N
-13.054608,10.534233,-0.24139246,N
-17.58845,11.091221,2.5105193,N
-12.223706,10.727071,0.2379846,N
-13.674069,10.200699,0.49257722,N
-14.381933,10.765111,1.3162988,N
-9.777012,8.607233,-2.4879317,N
-16.99532,11.083021,2.7611332,N
-13.416192,10.938953,0.75929606,N
-9.629277,8.558654,-0.63394773,N
-10.596513,10.605182,-1.1442786,N
-13.405995,10.717969,0.7369883,N
-9.805197,8.5922365,-2.2085595,N
-9.652366,10.471503,-2.6195757,N
-16.191057,11.005521,2.4653387,N
-15.005906,11.4518175,3.0559676,N
-12.244597,11.129886,1.2145132,N
-10.3086815,8.156164,-1.4315225,N
-10.182312,8.369975,-0.5840627,N
-16.155987,10.502622,1.2510769,N
-10.399356,8.135098,-1.3767465,N
-13.170927,10.238626,-0.041939143,N
-16.960785,11.265777,2.8471298,N
-12.13301,10.757971,0.54294115,N
-10.186255,8.230682,-1.6573478,N
-15.331176,10.835119,1.7997451,N
-9.841021,8.724511,-2.5434406,N
-2.9636202,4.470993,3.2488177,O
-3.7517786,5.4913926,2.5152683,O
-1.48368,2.7376735,6.224646,O
-2.5448337,5.07081,4.0006337,O
-4.7838407,3.817301,4.267657,O
-4.6154623,3.6626828,4.4772463,O
-1.7982734,2.6941652,6.387094,O
-2.3821118,5.306989,3.5730715,O
-3.6607614,5.5008216,2.759026,O
-4.9972067,4.9033027,2.8058596,O
-4.7706246,3.9122794,4.1097183,O
-1.347862,2.8567092,6.035476,O
-1.1269768,2.9745014,5.8023434,O
-2.1665683,4.963254,3.9713078,O
-2.401038,4.8785214,3.9916127,O
-2.2937071,2.3729997,6.955478,O
-1.3289273,2.836013,6.840892,O
-2.1147153,5.1425996,4.195638,O
-3.1838973,2.2976236,6.0543118,O
-1.9178128,3.1696587,6.247597,O
-1.5169172,3.024784,5.8116636,O
-3.1448247,5.2301807,3.4798765,O
-4.983712,4.877158,3.49151,O
-3.6323154,5.626693,2.5050824,O
-5.037694,4.237297,4.461792,O
-1.3094767,5.0830154,3.7762516,O
-4.985313,4.191762,4.1963463,O
-1.4760582,2.857548,6.248931,O
-1.8888278,5.205624,3.5649564,O
-2.8416955,5.1135674,3.5701036,O
-2.7910688,4.172876,3.121215,O
-3.7359273,5.633897,1.5437473,O
-2.5033648,1.2314917,6.7825017,O
-1.1838609,2.9874654,5.5358315,O
-0.67853445,5.079841,3.182916,O
-4.6081204,3.408258,4.6053386,O
-0.8182673,5.292297,2.8853161,O
-2.1189332,2.484763,7.074244,O
-1.1287478,2.7211635,5.585282,O
-2.5949388,4.874022,3.7235107,O
-0.8386349,2.580106,5.8587904,O
-3.3615453,5.2744575,2.518254,O
-0.94983166,5.82992,2.2865016,O
-2.563993,4.9541807,3.5920491,O
-3.5007439,5.650109,2.3869321,O
-4.911495,4.085516,3.1623065,O
-2.4099197,4.087337,5.0179677,O
-0.6301689,5.15687,2.9419124,O
-3.6762824,5.3087254,2.402708,O
-4.7363896,3.4465265,3.765096,O
-4.8395247,3.6231349,3.6859167,O
-2.1310887,1.9356292,6.361578,O
-1.1655384,2.4548101,5.6601887,O
-1.7517953,4.7594376,3.4207618,O
-1.0936563,2.095429,5.2785134,O
-2.649796,4.9888377,1.4832042,O
-3.5640779,5.2121053,1.9778248,O
-2.741036,2.8440704,4.9953136,O
-1.2307775,2.168292,5.2498527,O
-1.2393901,1.8985794,5.3568144,O
-2.6195412,4.162933,1.9040271,O
-4.7550025,3.3298647,3.4589849,O
-4.648475,3.0988588,3.6763265,O
-4.646179,2.9979072,3.5956872,O
-3.105613,1.6041619,5.3984423,O
-0.2649279,4.2277,2.9366853,O
-0.8099281,1.9228705,5.232988,O
-4.7503266,3.2106988,3.2975442,O
-4.597665,1.9844145,4.4419246,O
-4.766921,3.3579497,3.2621777,O
-1.4667041,1.5465358,5.8435583,O
-1.1408927,4.1597347,1.7581618,O
-4.8345594,4.036208,2.150013,O
-2.205537,1.2639971,6.0044503,O
-2.7540348,1.4718548,4.8663936,O
-2.7017512,3.7779098,2.0289555,O
-4.774736,3.5247467,2.3233984,O
-1.0094156,1.6810853,4.947601,O
-2.1465611,1.086141,5.9670877,O
-0.71951026,4.3423057,2.3299372,O
-2.779737,3.8734732,1.9564073,O
-0.73449475,4.219049,2.3541386,O
-0.81832355,4.273744,2.4249024,O
-1.0788937,4.2287183,2.2318661,O
-1.042962,4.13333,2.399161,O
-4.8256664,3.195695,2.8369381,O
-4.5735598,2.231459,4.230585,O
-2.147779,1.1047031,5.9363,O
-0.6186364,4.154757,2.4894269,O
-4.0911927,4.527414,1.807299,O
-1.5999565,1.3816143,5.1983876,O
-4.575258,2.2531612,4.0011325,O
-4.686588,2.7029526,3.3377538,O
-1.6444228,1.3712773,5.301895,O
-1.2625705,1.5566769,5.1041064,O
-1.1144539,3.8968241,2.467406,O
-2.9335368,4.210851,1.7579885,O
-4.6757603,2.7856312,3.4324412,O
-3.2500534,1.5163549,5.231778,O
-0.20260382,4.050864,2.792733,O
8.947415,-12.034701,1.5826991,P
12.124914,-9.359449,3.281529,P
7.603395,-10.0099125,4.087879,P
8.746165,-11.484101,1.558724,P
8.777215,-11.783063,1.5689318,P
11.750022,-11.0602455,0.4058256,P
12.450905,-10.049155,4.3003225,P
7.857618,-9.5093775,3.8658626,P
9.326574,-12.888778,1.6100081,P
11.498051,-9.580408,4.307777,P
7.95303,-9.32699,3.718383,P
11.815785,-9.369567,3.5879982,P
9.528421,-9.256287,1.9759492,P
8.13148,-10.3490505,2.110068,P
7.555039,-11.647537,3.3604646,P
9.801124,-12.652679,0.6061693,P
11.761226,-11.252703,0.52096707,P
13.361045,-10.54747,4.141482,P
9.512567,-8.237352,1.9231902,P
9.274754,-12.600053,1.577556,P
9.446518,-13.06947,1.6417762,P
8.515113,-9.644025,4.4171004,P
9.565298,-8.031429,1.93218,P
13.430452,-11.108049,1.8226963,P
12.710777,-11.655303,3.2831473,P
11.781673,-9.383451,3.8998556,P
11.777447,-9.434917,3.882873,P
11.585291,-9.424528,3.893062,P
7.535696,-11.091745,3.4440975,P
8.648284,-11.001781,1.6113132,P
7.8318224,-10.11043,2.786874,P
