method,epoch,train_loss,train_acc,val_loss,val_acc
BiLSTM (press sequence),44,0.01413885674061541,1.0,0.02425185777246952,0.9978768825531006
BiLSTM (press sequence),45,0.013238301459998188,1.0,0.024369806051254272,0.9978768825531006
BiLSTM (press sequence),46,0.012766256261540517,1.0,0.024225089699029922,0.9978768825531006
BiLSTM (press sequence),47,0.012087430729155387,1.0,0.022977495566010475,0.9978768825531006
BiLSTM (press sequence),48,0.011073949829380019,1.0,0.02294173091650009,0.9978768825531006
BiLSTM (press sequence),49,0.011009064007459256,1.0,0.022369451820850372,0.9978768825531006
BiLSTM (press sequence),50,0.010856704999681027,1.0,0.022286610677838326,0.9978768825531006
BiLSTM (press sequence),51,0.010510948929790232,1.0,0.021805094555020332,0.9978768825531006
BiLSTM (press sequence),52,0.009863277035256851,1.0,0.021565817296504974,0.9978768825531006
BiLSTM (press sequence),53,0.009523273364306088,1.0,0.021299904212355614,0.9978768825531006
BiLSTM (press sequence),54,0.008808399287430282,1.0,0.021008886396884918,0.9978768825531006
BiLSTM (press sequence),55,0.008457989745337607,1.0,0.02093973569571972,0.9978768825531006
BiLSTM (press sequence),56,0.00809435719195174,1.0,0.020662805065512657,0.9978768825531006
BiLSTM (press sequence),57,0.007762575759364429,1.0,0.02035463973879814,0.9978768825531006
BiLSTM (press sequence),58,0.007447642027348043,1.0,0.020093778148293495,0.9978768825531006
BiLSTM (press sequence),59,0.007569477391077303,1.0,0.01988837495446205,0.9978768825531006
BiLSTM (press sequence),60,0.0068210493616049726,1.0,0.020082436501979828,0.9978768825531006
1D-CNN (raw waveform),1,2.514954197335764,0.8305757641792297,0.6106353402137756,0.8237791657447815
1D-CNN (raw waveform),2,0.593343906789959,0.9437458515167236,0.17464494705200195,0.9363057613372803
1D-CNN (raw waveform),3,0.25510734830034404,0.9185969829559326,0.20730602741241455,0.9150742888450623
1D-CNN (raw waveform),4,0.16805056431765275,0.9311714172363281,0.16330255568027496,0.9256899952888489
1D-CNN (raw waveform),5,0.14920711448671287,0.9602912068367004,0.13189075887203217,0.9596602916717529
1D-CNN (raw waveform),6,0.1385893842031591,0.9503639936447144,0.1338006556034088,0.9511677026748657
1D-CNN (raw waveform),7,0.12412653333358935,0.939113199710846,0.143019437789917,0.9341825842857361
1D-CNN (raw waveform),8,0.10868430577470008,0.9675711393356323,0.12546870112419128,0.9723991751670837
1D-CNN (raw waveform),9,0.09829866564644638,0.9497022032737732,0.13858269155025482,0.9469214677810669
1D-CNN (raw waveform),10,0.09568984173410859,0.9530112743377686,0.15218393504619598,0.9469214677810669
1D-CNN (raw waveform),11,0.09973754881234614,0.9576439261436462,0.13046979904174805,0.9575371742248535
1D-CNN (raw waveform),12,0.09345838485728188,0.9569821357727051,0.13191333413124084,0.9490445852279663
1D-CNN (raw waveform),13,0.09621231894493892,0.9549967050552368,0.13155272603034973,0.9554139971733093
1D-CNN (raw waveform),14,0.07953246273125031,0.9569821357727051,0.13373306393623352,0.9532908797264099
1D-CNN (raw waveform),15,0.08548989760844145,0.9569821357727051,0.1344870775938034,0.9532908797264099
1D-CNN (raw waveform),16,0.08815362663911243,0.955658495426178,0.166592076420784,0.9532908797264099
1D-CNN (raw waveform),17,0.10652281365632853,0.9503639936447144,0.12678822875022888,0.9426751732826233
1D-CNN (raw waveform),18,0.08697063685656778,0.955658495426178,0.13063876330852509,0.9490445852279663
1D-CNN (raw waveform),19,0.08754220695131902,0.9563203454017639,0.12824122607707977,0.9532908797264099
1D-CNN (raw waveform),20,0.07801926687783867,0.9576439261436462,0.12431450933218002,0.9575371742248535
1D-CNN (raw waveform),21,0.0796457829605973,0.9444077014923096,0.1526591032743454,0.9384288787841797
1D-CNN (raw waveform),22,0.09420543991911892,0.9477167725563049,0.13540877401828766,0.9405519962310791
1D-CNN (raw waveform),23,0.08193552253914542,0.9662474989891052,0.1261758804321289,0.9702759981155396
1D-CNN (raw waveform),24,0.0859610528680838,0.9543348550796509,0.13223066926002502,0.9511677026748657
1D-CNN (raw waveform),25,0.07291650998915844,0.9761747121810913,0.11749769747257233,0.9745222926139832
1D-CNN (raw waveform),26,0.08217803527885206,0.9569821357727051,0.11849790066480637,0.9554139971733093
1D-CNN (raw waveform),27,0.07508880035824764,0.9702184200286865,0.11870031803846359,0.9681528806686401
1D-CNN (raw waveform),28,0.07338788704533675,0.9616148471832275,0.12216036021709442,0.9639065861701965
1D-CNN (raw waveform),29,0.07945316478185982,0.9583057761192322,0.12161711603403091,0.9596602916717529
1D-CNN (raw waveform),30,0.08072452522286669,0.9576439261436462,0.12293019145727158,0.9575371742248535
1D-CNN (raw waveform),31,0.0715375180663769,0.9788219928741455,0.12035473436117172,0.9766454100608826
1D-CNN (raw waveform),32,0.07830453624370712,0.9715420007705688,0.12654359638690948,0.9702759981155396
1D-CNN (raw waveform),33,0.06767415886216019,0.9662474989891052,0.12131701409816742,0.9702759981155396
1D-CNN (raw waveform),34,0.06656994722896976,0.9821310639381409,0.11799180507659912,0.9808917045593262
1D-CNN (raw waveform),35,0.06265604724549127,0.9702184200286865,0.11973843723535538,0.9723991751670837
1D-CNN (raw waveform),36,0.07926938103414545,0.9867637157440186,0.11284110695123672,0.9893842935562134
1D-CNN (raw waveform),37,0.06561980891817457,0.9609529972076416,0.11852043122053146,0.9532908797264099
1D-CNN (raw waveform),38,0.06373015570273706,0.9920582175254822,0.10923724621534348,0.987261176109314
1D-CNN (raw waveform),39,0.06669618401486577,0.9682329297065735,0.12071125209331512,0.9596602916717529
1D-CNN (raw waveform),40,0.06847754084831197,0.9688947796821594,0.11873181164264679,0.966029703617096
1D-CNN (raw waveform),41,0.059414212619682404,0.9814692139625549,0.12544411420822144,0.9723991751670837
1D-CNN (raw waveform),42,0.06478040038918044,0.982792854309082,0.10998668521642685,0.9808917045593262
1D-CNN (raw waveform),43,0.050636385930523345,0.9576439261436462,0.1466837227344513,0.9490445852279663
1D-CNN (raw waveform),44,0.06042952920371219,0.9768365025520325,0.12126608192920685,0.9681528806686401
1D-CNN (raw waveform),45,0.06201109049002277,0.9841164946556091,0.1156083419919014,0.9766454100608826
1D-CNN (raw waveform),46,0.07184612214156012,0.9854401350021362,0.11539562791585922,0.9766454100608826
1D-CNN (raw waveform),47,0.05954710626142613,0.9874255657196045,0.11023535579442978,0.987261176109314
1D-CNN (raw waveform),48,0.049868079072479615,0.991396427154541,0.10528214275836945,0.9893842935562134
1D-CNN (raw waveform),49,0.06617526990231459,0.9788219928741455,0.12120028585195541,0.9830148816108704
1D-CNN (raw waveform),50,0.06011309529686116,0.9616148471832275,0.12975238263607025,0.9639065861701965
1D-CNN (raw waveform),51,0.07383098899775747,0.9953672885894775,0.10747945308685303,0.9893842935562134
1D-CNN (raw waveform),52,0.05405704849932779,0.9854401350021362,0.10819465667009354,0.987261176109314
1D-CNN (raw waveform),53,0.044643115880945355,0.9960291385650635,0.10649237036705017,0.9893842935562134
1D-CNN (raw waveform),54,0.04349338811588634,0.9748510718345642,0.12365134060382843,0.9723991751670837
1D-CNN (raw waveform),55,0.04504248829254009,0.991396427154541,0.11472494900226593,0.9808917045593262
1D-CNN (raw waveform),56,0.07075893486437618,0.947054922580719,0.19255676865577698,0.9426751732826233
1D-CNN (raw waveform),57,0.08698063670928158,0.9907346367835999,0.10949892550706863,0.9830148816108704
1D-CNN (raw waveform),58,0.05976362511624097,0.972865641117096,0.14059202373027802,0.966029703617096
1D-CNN (raw waveform),59,0.050975230992737784,0.991396427154541,0.10552278906106949,0.9915074110031128
1D-CNN (raw waveform),60,0.05063650128385391,0.991396427154541,0.11779758334159851,0.9915074110031128
1D-CNN (raw waveform),61,0.04351258274687985,0.9947054982185364,0.12127869576215744,0.9893842935562134
1D-CNN (raw waveform),62,0.043677078137170554,0.9920582175254822,0.11601437628269196,0.9915074110031128
1D-CNN (raw waveform),63,0.040717163558958144,0.9973527193069458,0.11526001244783401,0.9915074110031128
1D-CNN (raw waveform),64,0.04703273478627925,0.9874255657196045,0.12626439332962036,0.9830148816108704
1D-CNN (raw waveform),65,0.03662732123532274,0.991396427154541,0.11659756302833557,0.987261176109314
1D-CNN (raw waveform),66,0.03068254307198414,0.9814692139625549,0.1273091435432434,0.9851379990577698
1D-CNN (raw waveform),67,0.03368319467346176,0.9894109964370728,0.11624463647603989,0.9915074110031128
1D-CNN (raw waveform),68,0.05884533575695923,0.9920582175254822,0.11631527543067932,0.9830148816108704
1D-CNN (raw waveform),69,0.038937931027310246,0.9841164946556091,0.12401403486728668,0.9851379990577698
1D-CNN (raw waveform),70,0.030474198495193793,0.9953672885894775,0.12314210832118988,0.9893842935562134
1D-CNN (raw waveform),71,0.03651168584715129,0.9920582175254822,0.11765620857477188,0.993630588054657
1D-CNN (raw waveform),72,0.032715965543450166,0.9933818578720093,0.11831682920455933,0.993630588054657
1D-CNN (raw waveform),73,0.032015606293776505,0.9894109964370728,0.123427614569664,0.993630588054657
1D-CNN (raw waveform),74,0.030301963605977776,0.9940437078475952,0.12324386835098267,0.993630588054657
1D-CNN (raw waveform),75,0.03209828856955255,0.9953672885894775,0.12823741137981415,0.993630588054657
1D-CNN (raw waveform),76,0.03358128028326994,0.9927200675010681,0.13912273943424225,0.9851379990577698
1D-CNN (raw waveform),77,0.041165424985435135,0.9907346367835999,0.130439892411232,0.9915074110031128
1D-CNN (raw waveform),78,0.029546203264321894,0.9880873560905457,0.1347259134054184,0.9915074110031128
1D-CNN (raw waveform),79,0.02937317883298738,0.9973527193069458,0.13027086853981018,0.993630588054657
1D-CNN (raw waveform),80,0.02120570709261967,0.972865641117096,0.17078199982643127,0.966029703617096
1D-CNN (raw waveform),81,0.03711464002970076,0.9894109964370728,0.13159938156604767,0.9851379990577698
1D-CNN (raw waveform),82,0.04478849195841328,0.9781601428985596,0.15075689554214478,0.9830148816108704
1D-CNN (raw waveform),83,0.0495383550544238,0.9966909289360046,0.12289885431528091,0.993630588054657
1D-CNN (raw waveform),84,0.022677574413973396,0.9980145692825317,0.1260206699371338,0.9957537055015564
1D-CNN (raw waveform),85,0.02142064682868125,0.9973527193069458,0.12950676679611206,0.9957537055015564
1D-CNN (raw waveform),86,0.022925506017869184,0.9986763596534729,0.12688980996608734,0.9978768825531006
1D-CNN (raw waveform),87,0.019973378678417655,0.9986763596534729,0.12831908464431763,0.9957537055015564
1D-CNN (raw waveform),88,0.016923931953056533,0.9960291385650635,0.1360883116722107,0.987261176109314
1D-CNN (raw waveform),89,0.023272805646910012,0.9947054982185364,0.14022773504257202,0.9915074110031128
1D-CNN (raw waveform),90,0.018586071950796756,0.9980145692825317,0.13088028132915497,0.993630588054657
1D-CNN (raw waveform),91,0.01656102051130668,0.9933818578720093,0.13892225921154022,0.9893842935562134
1D-CNN (raw waveform),92,0.032728744124652216,0.9993382096290588,0.13409706950187683,0.9957537055015564
1D-CNN (raw waveform),93,0.01506059088936528,0.9980145692825317,0.1315220445394516,0.993630588054657
1D-CNN (raw waveform),94,0.015807395423734764,0.9986763596534729,0.13515052199363708,0.9957537055015564
1D-CNN (raw waveform),95,0.017774393966542908,0.9940437078475952,0.13680098950862885,0.993630588054657
1D-CNN (raw waveform),96,0.015855877385259787,0.9960291385650635,0.13355404138565063,0.993630588054657
1D-CNN (raw waveform),97,0.013866271913941632,0.9980145692825317,0.1344708502292633,0.9957537055015564
1D-CNN (raw waveform),98,0.01871939978537371,0.9887491464614868,0.14299248158931732,0.9915074110031128
1D-CNN (raw waveform),99,0.03408029871240189,0.9927200675010681,0.14933347702026367,0.9851379990577698
1D-CNN (raw waveform),100,0.02056314270098371,0.9986763596534729,0.1283346712589264,0.9957537055015564
1D-CNN (raw waveform),101,0.01771692752075079,0.9986763596534729,0.1316315084695816,0.9978768825531006
1D-CNN (raw waveform),102,0.013627496575733276,0.9986763596534729,0.13471871614456177,0.9957537055015564
1D-CNN (raw waveform),103,0.01715039567695838,0.9986763596534729,0.1364707350730896,0.9978768825531006
1D-CNN (raw waveform),104,0.013448446033082404,0.9986763596534729,0.1373862475156784,0.993630588054657
1D-CNN (raw waveform),105,0.018197922487844898,0.9947054982185364,0.14017505943775177,0.9915074110031128
1D-CNN (raw waveform),106,0.017036281411445434,0.9966909289360046,0.15404750406742096,0.9957537055015564
1D-CNN (raw waveform),107,0.01762729123404865,0.9980145692825317,0.14961856603622437,0.9893842935562134
1D-CNN (raw waveform),108,0.017448537004526032,0.9980145692825317,0.14373080432415009,0.993630588054657
1D-CNN (raw waveform),109,0.015333452362220175,0.9993382096290588,0.14196348190307617,0.9978768825531006
1D-CNN (raw waveform),110,0.014550995371584281,0.9986763596534729,0.14088699221611023,0.9978768825531006
1D-CNN (raw waveform),111,0.011075824935514355,0.9986763596534729,0.14115555584430695,0.9978768825531006
1D-CNN (raw waveform),112,0.01063416152515365,0.9993382096290588,0.14065831899642944,0.9978768825531006
1D-CNN (raw waveform),113,0.010261898639986031,0.9986763596534729,0.14020615816116333,0.9978768825531006
1D-CNN (raw waveform),114,0.011484972378337654,0.9933818578720093,0.14850133657455444,0.993630588054657
1D-CNN (raw waveform),115,0.019535083605394427,0.9986763596534729,0.14418767392635345,0.9957537055015564
1D-CNN (raw waveform),116,0.015592637997071926,0.9980145692825317,0.14193230867385864,0.9978768825531006
