tsne_1,tsne_2,label
21.594053,-6.040653,G
23.862114,-4.9967957,G
21.615002,-4.0439763,G
19.994612,-3.9330068,G
19.301828,-3.8022423,G
20.189775,-3.985989,G
18.792759,-3.6305375,G
19.27821,-3.726163,G
19.10976,-3.7377684,G
18.240202,-3.324944,G
17.732658,-2.9519541,G
23.310501,-5.293413,G
19.043892,-3.6904135,G
20.234587,-3.693456,G
22.136137,-4.4107366,G
20.64187,-6.120391,G
24.207312,-4.987306,G
21.780365,-5.5501842,G
18.642826,-3.5836751,G
20.84381,-3.5273955,G
21.77842,-5.8651047,G
24.13344,-4.9870224,G
22.860683,-5.391655,G
24.251589,-5.0436897,G
23.858727,-5.0042768,G
24.086473,-4.827294,G
23.348349,-5.1211405,G
21.516718,-0.6410299,G
17.845463,0.6779432,G
18.493395,-1.630765,G
20.783926,0.5188688,G
18.797714,1.06236,G
20.106382,1.3711927,G
20.751862,-5.8053727,G
19.004745,-1.0305158,G
17.68484,-1.3154922,G
17.384974,-1.3862001,G
21.095972,0.50524396,G
17.380428,-1.2676078,G
20.768803,-1.3591523,G
22.754599,-2.3340843,G
20.007387,1.5973103,G
23.095932,-2.928665,G
21.961498,-2.065906,G
22.719028,-2.424086,G
20.194822,-1.5922233,G
22.291313,-2.0571127,G
22.851503,-2.424891,G
19.679417,1.5033557,G
20.164879,1.4856116,G
17.971796,-1.3731925,G
21.955238,-0.5824608,G
17.106056,-1.0372844,G
20.808651,0.35464108,G
17.527655,-1.308988,G
17.353079,-1.2999221,G
21.140547,0.28781164,G
20.069506,0.59969693,G
17.807192,0.69563365,G
22.042814,-2.264514,G
19.18106,-1.5902059,G
18.41755,-1.5723683,G
20.402174,0.76944673,G
17.733152,0.60772604,G
21.362411,-1.5421065,G
20.977306,-1.6114689,G
22.806568,-2.15208,G
16.950796,-0.7767497,G
20.321083,-1.0626951,G
17.601185,0.31165344,G
21.219349,-1.6714342,G
19.301254,0.80961543,G
20.254005,1.1820079,G
19.802067,1.1229161,G
19.97773,0.9477765,G
19.979261,1.1349549,G
20.463793,1.0696081,G
17.652712,0.40182468,G
20.753218,-5.7686105,G
17.21178,-0.9745584,G
20.202772,0.034698423,G
23.832346,-4.6340494,G
3.863143,7.3432217,H
3.1675472,3.8507307,H
6.4706926,12.263331,H
4.343534,8.907262,H
3.1698468,5.321813,H
3.0467505,10.092206,H
6.5585365,13.158389,H
5.003092,9.737429,H
3.2846322,3.9442225,H
6.2750716,12.634883,H
4.6478124,5.262291,H
7.87908,8.536049,H
6.5830855,13.451432,H
4.8359222,9.121379,H
3.5073302,5.8237076,H
2.2803974,4.402057,H
2.6173222,3.735882,H
7.759513,7.8906207,H
7.244419,14.151595,H
5.8527713,11.381308,H
3.4147308,4.4333034,H
7.4095516,13.315289,H
4.237873,7.830385,H
3.1303732,3.8424397,H
6.583359,12.441658,H
3.914616,5.4031134,H
7.2807193,14.238924,H
6.667956,11.865752,H
3.9693108,4.669471,H
6.4748588,11.124738,H
2.8432205,4.1255264,H
7.7107096,9.829695,H
4.543959,9.269798,H
4.447547,11.329175,H
5.6369777,11.838604,H
4.3371725,8.426259,H
3.021185,5.4230757,H
2.5393722,3.998952,H
6.953565,13.258562,H
4.591868,9.306902,H
3.285864,4.718071,H
7.8659267,8.355883,H
6.2021275,12.685565,H
4.7467985,9.899151,H
3.987134,7.473606,H
2.792515,4.466279,H
2.8042212,9.804615,H
5.458513,11.012478,H
3.3287895,6.2052417,H
3.484643,5.12407,H
7.804738,9.194609,H
7.830622,8.124126,H
6.4023705,13.12849,H
3.225333,5.7498684,H
2.7914438,3.5172193,H
7.8141184,8.038674,H
4.6750507,10.278327,H
4.23225,10.390509,H
4.2800198,8.06416,H
7.2018905,13.365591,H
4.9019027,10.120441,H
4.7448707,6.013859,H
7.6878285,7.8810945,H
5.5246143,10.392618,H
2.6885731,3.542301,H
6.6350656,12.444541,H
4.11746,4.994013,H
6.5122547,11.963913,H
4.368358,5.063371,H
6.6414547,12.623734,H
2.5745158,3.6709976,H
7.0605426,13.007461,H
4.725893,9.865054,H
2.5383496,3.0628464,H
6.150594,12.195263,H
4.5950036,9.511193,H
3.281982,5.934424,H
2.5796916,4.18094,H
7.8603315,8.791263,H
6.701037,13.101046,H
4.5217633,8.693368,H
3.330275,10.194741,H
5.7232904,10.918283,H
3.3058562,6.1325536,H
2.7223492,3.628116,H
6.9852386,13.598453,H
5.0774527,10.558863,H
4.175839,8.2849865,H
2.8018317,5.113637,H
7.268533,14.281722,H
7.778468,8.062155,H
6.7180533,13.329032,H
4.2776647,8.087255,H
6.963128,12.96051,H
4.1298265,4.6480446,H
7.8695297,8.301281,H
4.220413,7.868653,H
2.9919174,3.3771927,H
6.3846874,13.2811,H
4.283652,5.4623737,H
-28.602942,41.636997,I
-28.416506,40.196125,I
-22.229456,44.01557,I
-20.985605,42.181732,I
-19.69922,39.453533,I
-28.260803,40.113625,I
-27.026625,47.48069,I
-23.063028,44.909443,I
-20.813341,41.891026,I
-19.11338,39.395504,I
-25.242556,46.41459,I
-19.789206,40.3009,I
-28.455206,41.128235,I
-27.823814,48.108116,I
-25.826466,46.71798,I
-22.12941,43.731094,I
-20.513863,41.53639,I
-28.478315,41.922173,I
-28.234945,48.261707,I
-23.124493,44.073772,I
-19.134413,39.659397,I
-28.624462,41.217186,I
-27.672005,47.93035,I
-26.104755,46.054462,I
-21.970964,43.659798,I
-20.24396,41.045742,I
-19.040367,39.362633,I
-28.152473,48.285732,I
-19.335016,39.54367,I
-28.444553,40.885273,I
-27.133938,47.18904,I
-21.259483,41.97068,I
-19.099825,39.16949,I
-28.439854,48.504826,I
-25.604288,46.715107,I
-21.105413,42.349068,I
-19.150452,39.570274,I
-27.581087,44.113037,I
-19.241844,39.119766,I
-28.40432,40.457104,I
-25.922087,46.851295,I
-19.154575,39.028976,I
-26.435797,47.54658,I
-26.976011,47.40902,I
-20.161028,40.782677,I
-27.292385,42.25686,I
-19.320038,39.204662,I
-28.294216,40.33172,I
-25.63289,46.564922,I
-23.599104,46.573196,I
-20.763628,40.5903,I
29.067888,18.896187,I
-27.575724,47.783245,I
-28.087471,47.52464,I
-22.091507,43.87551,I
-20.843088,41.888958,I
-14.437774,51.80108,I
-20.901922,41.304592,I
-28.389284,41.661354,I
-28.263903,40.03589,I
-25.937107,46.555737,I
-23.925251,45.811855,I
-21.041994,42.38854,I
55.38649,-3.8397148,I
-28.379215,40.122868,I
-26.50071,46.9703,I
-24.629217,45.98189,I
-21.675714,42.61509,I
-19.477146,39.667652,I
-28.46735,40.357254,I
-27.186457,42.405506,I
-20.566816,41.73744,I
-19.047499,39.826412,I
-19.035425,39.309677,I
-28.542765,40.662624,I
-26.76027,46.939236,I
-20.416433,41.009243,I
-28.568237,41.374332,I
-27.228027,47.83857,I
-26.669601,47.413143,I
-24.753666,46.116882,I
-21.933195,43.596855,I
-28.506172,41.60028,I
-28.291473,48.41455,I
-26.579561,46.8554,I
-23.972834,46.098267,I
-20.977509,42.393913,I
-28.646141,40.939545,I
-27.614687,47.992455,I
-25.564695,46.620266,I
-20.532507,41.992073,I
-28.443033,41.65666,I
-28.355316,40.53823,I
-27.080334,47.417645,I
-23.41914,45.309906,I
-20.44224,41.808678,I
-28.326693,48.38409,I
-19.592335,39.706295,I
-28.604029,40.196896,I
-23.163855,43.463257,I
-28.270847,40.878304,I
-28.074825,48.15349,I
3.9426851,48.40852,J
3.363983,50.112892,J
6.4163475,53.37686,J
7.564704,47.31508,J
6.6814623,46.850826,J
4.771424,47.448826,J
9.390909,49.82844,J
9.46617,49.861546,J
8.124597,52.513645,J
6.19094,47.210606,J
7.051356,52.99309,J
6.91487,53.1216,J
5.618059,53.461884,J
4.6200447,53.52475,J
4.614166,53.364025,J
6.589285,47.378223,J
3.46653,49.70308,J
9.39649,51.27762,J
4.738188,47.9871,J
5.8171873,53.6112,J
4.900053,47.767624,J
3.3900862,49.774387,J
5.600585,54.014156,J
5.7755914,48.038002,J
6.2676573,54.082077,J
5.088496,48.22672,J
3.4353504,49.724224,J
5.894243,54.23102,J
4.4801345,53.40554,J
3.333927,49.655926,J
9.436885,49.528503,J
