time_s,rep_01,rep_02,rep_03,rep_04,rep_05,rep_06,rep_07,rep_08,rep_09,rep_10,rep_11,rep_12,rep_13,rep_14,rep_15
14.346,7.9194,7.8975,7.8338,7.7317,7.9088,7.9589,7.8587,7.8665,7.7046,7.744,7.8855,8.0647,7.9897,7.9167,8.1819
14.768,7.0901,7.0655,7.5506,7.6337,7.5651,7.3756,7.6281,6.9952,7.8325,7.9259,6.9865,7.1103,7.1274,6.9963,8.0607
15.19,6.228,6.2031,6.6756,6.7544,6.6892,6.5013,6.7497,6.0998,6.9316,7.0381,6.0724,6.2321,6.2426,6.1195,7.1094
15.612,5.3881,5.3643,5.8047,5.8373,5.8278,5.6548,5.8664,5.2545,6.0364,6.1562,5.1893,5.3714,5.3172,5.2532,6.2017
16.034,4.5689,4.5442,4.9468,4.9764,4.9866,4.7041,5.0169,4.3042,5.1561,5.2765,4.2934,4.534,4.4547,4.4119,5.2817
16.456,3.7446,3.7212,4.135,4.1646,4.1727,3.8797,4.0304,3.4831,4.3187,4.4212,3.4782,3.6932,3.6141,3.5717,4.429
16.878,2.8708,2.9455,3.3482,3.3732,3.3676,3.1053,3.2431,2.6913,3.5189,3.618,2.6735,2.9075,2.8314,2.7896,3.5867
17.3,2.1133,2.1999,2.537,2.6112,2.5759,2.3574,2.4855,1.9396,2.7278,2.8146,1.9178,2.1491,2.0753,2.0059,2.7824
17.722,1.4028,1.4809,1.8049,1.8326,1.7545,1.6403,1.7564,1.2384,1.978,2.0487,1.2115,1.4323,1.3172,1.2973,1.9102
18.143,0.7602,0.8381,1.12,1.1488,1.083,0.9655,0.9934,0.6115,1.2285,1.3426,0.5657,0.7692,0.6592,0.6524,1.1859
18.565,0.2356,0.2953,0.5285,0.5464,0.4875,0.355,0.4082,0.1023,0.6122,0.7089,0.0533,0.2302,0.1363,0.148,0.5338
18.987,-0.1462,-0.0973,0.0148,0.0566,0.0001,-0.0559,-0.0307,-0.1715,0.1107,0.1984,-0.2315,-0.1217,-0.1984,-0.1581,0.0338
19.409,0.0377,0.027,-0.1204,-0.1447,-0.0468,0.0009,-0.0883,0.1537,-0.1629,-0.1275,0.0745,0.0975,0.0962,0.1206,-0.1671
19.831,0.5116,0.4723,0.2752,0.2365,0.3821,0.4502,0.3245,0.6707,0.1662,0.1307,0.5824,0.5691,0.5935,0.6137,0.2339
20.253,1.1135,1.0429,0.8213,0.7603,0.9382,1.017,0.8949,1.295,0.6816,0.6317,1.2052,1.2168,1.2111,1.2289,0.8019
20.675,1.7879,1.7056,1.4761,1.3925,1.5872,1.7348,1.5706,2.0447,1.3312,1.2718,1.922,1.9112,1.9128,1.9338,1.4904
21.097,2.5138,2.4283,2.19,2.0951,2.297,2.4571,2.3005,2.7958,2.0587,1.988,2.676,2.6775,2.6654,2.6849,2.2354
21.519,3.1236,3.1146,2.9344,2.9425,3.0748,3.1544,3.0551,3.0614,2.8087,2.7332,3.0658,3.1955,3.1089,3.1677,3.0297
21.941,2.5937,2.6737,2.9403,2.8586,2.8305,2.7272,2.8372,2.3166,3.0757,3.1482,2.3216,2.5203,2.3866,2.4596,3.1399
22.363,1.8453,1.9353,2.1854,2.1059,2.0618,1.9869,2.0618,1.587,2.2867,2.4445,1.5848,1.7497,1.6219,1.7142,2.3461
22.785,1.1569,1.2389,1.4504,1.3727,1.3582,1.2885,1.3466,0.778,1.5568,1.7011,0.9023,1.0439,0.9355,1.0187,1.5844
23.207,0.5076,0.5426,0.78,0.7137,0.7245,0.6606,0.6917,0.2308,0.8742,0.9203,0.3172,0.4441,0.3279,0.3814,0.8901
23.629,0.0226,0.0522,0.2379,0.1824,0.2018,0.1542,0.1625,-0.1746,0.2994,0.3285,-0.1424,-0.0277,-0.1286,-0.0747,0.297
24.051,-0.258,-0.2464,-0.163,-0.205,-0.1903,-0.1793,-0.1941,0.0,-0.1715,-0.1207,0.0,0.0,0.0,0.0,-0.1996
