time_s,rep_01,rep_02,rep_03,rep_04,rep_05,rep_06,rep_07,rep_08,rep_09,rep_10,rep_11,rep_12,rep_13,rep_14,rep_15
13.924,6.0685,5.9223,6.1926,6.003,5.4494,5.4629,5.7834,5.8141,5.9417,5.4967,5.6092,6.1203,5.9574,5.7468,5.8827
14.346,6.7547,6.63,6.8908,6.7903,6.1816,6.155,6.4418,6.5632,6.7664,6.2308,6.3416,6.895,6.6865,6.4331,6.5866
14.768,7.5677,7.3164,7.6658,7.4835,6.9315,6.9106,7.2057,7.2938,7.5066,6.9886,7.0548,7.6605,7.4928,7.1561,7.3349
15.19,8.3092,8.0323,8.4184,8.2404,7.674,7.6274,7.9633,8.0169,8.2767,7.8303,7.775,8.4024,8.3316,7.9022,8.1153
15.612,8.9973,8.757,9.1807,9.018,8.4189,8.3851,8.7094,8.7305,9.0048,8.5743,8.5349,9.1388,9.1071,8.6677,8.9045
16.034,9.7688,9.4839,9.9252,9.7931,9.1441,9.1293,9.3995,9.4548,9.7176,9.3329,9.3747,9.8778,9.9014,9.426,9.6715
16.456,10.5139,10.2192,10.6641,10.5648,9.9011,9.8842,10.1145,10.2113,10.4605,10.0667,10.1083,10.7178,10.6692,10.2472,10.4711
16.878,11.3275,11.0081,11.5591,11.4684,10.6759,10.6188,10.9006,10.9713,11.2935,10.7633,10.8645,11.5181,11.4561,11.0329,11.2865
17.3,12.1123,11.755,12.3499,12.2571,11.4757,11.4244,11.6877,11.756,12.1013,11.5298,11.6403,12.3259,12.2681,11.8051,12.1244
17.722,12.88,12.5353,13.1468,13.0282,12.2821,12.2242,12.4554,12.4701,12.9444,12.4862,12.537,13.0483,13.0874,12.6246,12.9201
18.143,13.6589,13.3004,14.0082,13.8366,13.1041,13.0152,13.2506,13.2385,13.7672,13.2743,13.391,13.8243,13.9404,13.4208,13.7126
18.565,14.4664,14.1426,14.8333,14.6472,13.9017,13.838,14.0574,14.0117,14.5971,14.0574,14.2003,14.6838,14.7868,14.2312,14.5761
18.987,15.2839,15.0145,15.7245,15.5543,14.7848,14.7063,14.9026,14.8635,15.4065,14.8342,15.0149,15.5179,15.6371,15.0602,15.4839
19.409,15.8596,15.7543,16.2385,15.5554,15.5545,15.5246,15.5826,15.285,15.4928,15.5714,15.5964,15.6363,15.9495,15.3774,15.8272
19.831,15.2535,15.2426,15.5586,14.7318,15.2528,15.2766,14.9727,14.5183,14.6989,14.9153,14.8794,14.784,15.1324,14.5678,15.0072
20.253,14.4481,14.4089,14.7478,13.9106,14.4052,14.4846,14.1893,13.667,13.8636,14.0823,14.0332,13.9186,14.3043,13.7638,14.2041
20.675,13.6422,13.5813,13.909,12.9948,13.5909,13.6579,13.2046,12.8784,13.045,13.2631,13.1708,13.051,13.4579,12.954,13.3977
21.097,12.8425,12.7777,13.124,12.185,12.7817,12.8043,12.2678,12.0006,12.1756,12.4525,12.3792,12.2649,12.638,12.1359,12.5814
21.519,12.0754,11.9914,12.2919,11.3606,12.0085,11.9919,11.4517,11.2216,11.3596,11.678,11.4215,11.4394,11.8138,11.3389,11.7792
21.941,11.2935,11.1675,11.4448,10.6042,11.1937,11.2357,10.6606,10.4705,10.5372,10.9115,10.6105,10.6398,10.9583,10.5113,10.9913
22.363,10.5557,10.3812,10.6547,9.8744,10.4526,10.463,9.8881,9.6929,9.7264,10.1236,9.8046,9.8207,10.1312,9.7247,10.2081
22.785,9.7842,9.6295,9.8561,9.0194,9.6533,9.7011,9.1215,8.8981,8.9423,9.3369,9.0209,9.0259,9.3294,8.9536,9.3269
23.207,9.0621,8.8713,9.0541,8.2186,8.9194,8.9354,8.3456,8.1193,8.1964,8.563,8.2157,8.2735,8.5784,8.2125,8.578
23.629,8.3038,8.1208,8.2561,7.4663,8.0819,8.1132,7.6093,7.3756,7.4565,7.8166,7.4469,7.5342,7.835,7.4402,7.8216
24.051,7.5343,7.2851,7.4503,6.7214,7.3394,7.3504,6.8688,6.6238,6.7201,7.0961,6.7153,6.7058,7.0671,6.7115,7.0737
24.473,6.7231,6.5592,6.7011,6.0167,6.5873,6.6469,6.1372,5.902,5.9962,6.3832,5.9659,5.9418,6.3296,6.0029,6.3086
24.895,6.0286,5.8604,5.911,5.3541,5.8804,5.9157,5.4213,5.0927,5.2419,5.6679,5.2716,5.2257,5.5841,5.2752,5.5794
25.316,5.2996,5.1547,0.0,0.0,5.2182,5.1918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
